0,Feature,County,Latitude,Longitude
35,Angel Guardian Orphanage,Cook,41.9964206,-87.6775573
36,Annunciata School,Cook,41.6922574,-87.531711
37,Annunciation School,Cook,41.9116991,-87.6711658
38,Anthony School,Cook,41.7167016,-87.5600458
39,Apostles Lutheran School,Cook,41.9208637,-87.8870071
40,Arbor Park Middle School,Cook,41.6025338,-87.7386604
41,Arcadia Elementary School,Cook,41.5153124,-87.7011572
42,Archer Park,Cook,41.804477,-87.7350541
43,Argo Community High School,Cook,41.7766988,-87.8047779
44,Argo School,Cook,41.7750321,-87.8100558
45,Arie Crown School,Cook,41.9741984,-87.7128357
46,Arlington Greens Park,Cook,42.0986379,-87.9770154
47,Arlington Heights,Cook,42.0883603,-87.9806265
48,Arlington Ridge School,Cook,42.0916935,-87.9922937
49,Armour Square Park,Cook,41.8339222,-87.6339402
50,Armour Elementary School,Cook,41.8341999,-87.6500519
51,George B Armstrong International Studies Elementary School,Cook,42.0106262,-87.6846008
52,Arnold School,Cook,41.9189214,-87.6467208
53,Arnum Park,Cook,42.0478071,-87.802563
54,Arrowhead School,Cook,41.6580887,-87.7828298
55,Ascension School,Cook,41.6122566,-87.6542135
56,Ascension School,Cook,41.8739206,-87.7903357
57,Ashland Park,Cook,41.6197565,-87.6553248
58,Ashland Park,Cook,42.0158645,-87.6686685
59,Assumption Catholic Cemetery and Mausoleum,Cook,41.5294794,-87.6000433
60,Assumption School,Cook,41.7850334,-87.6653289
61,Athletic Field,Cook,41.85031,-87.7478336
62,Athletic Field,Cook,41.9475319,-87.7170018
63,Attucks Elementary School,Cook,41.8253113,-87.6269952
64,Auburn Park,Cook,41.7530896,-87.6347714
65,Audubon Elementary School,Cook,41.9453099,-87.6814449
66,Augusta Park,Cook,41.8983653,-87.7381124
67,Austin Community High School,Cook,41.8850319,-87.7625573
68,Austin Park,Cook,41.8875318,-87.7708909
69,Austin Park,Cook,42.0333633,-87.7750617
70,Avalon Park,Cook,41.7417012,-87.5947697
71,Avalon Park School,Cook,41.7483678,-87.5911586
72,Avoca School,Cook,42.0847507,-87.7495062
73,Avoca West School,Cook,42.0764368,-87.7656431
74,Avondale Park,Cook,41.9414208,-87.7153349
75,Avondale Elementary School,Cook,41.935032,-87.7081123
76,Axehead Lake,Cook,42.0082133,-87.8656567
77,Barrington,Cook,42.1539141,-88.1361888
78,Barrington Hills,Cook,42.1447475,-88.1556336
79,Barrington Woods,Cook,42.1522476,-88.0559084
80,Barry Elementary School,Cook,41.9328096,-87.7395022
81,Bartlett,Cook,41.9950276,-88.1856301
82,Barton Elementary School,Cook,41.7539225,-87.6714394
83,Bass School,Cook,41.7747558,-87.6533837
84,Bateman Elementary School,Cook,41.9583652,-87.7022793
85,Baum School,Cook,41.8025325,-87.7472767
86,Nicholson School for Science and Math,Cook,41.7839225,-87.6472726
87,Beard Elementary School,Cook,41.9699025,-87.7906192
88,Vaughn Occupational High School,Cook,41.9719759,-87.7572817
89,Bremen High School,Cook,41.6153117,-87.7161599
90,Brenan Elementary School,Cook,41.6864232,-87.6336588
91,Brentano Elementary Math and Science Academy,Cook,41.9308654,-87.6961673
92,Brentwood Elementary School,Cook,42.0454939,-87.9276769
93,Brezina Woods,Cook,41.8450311,-87.8728378
94,Bridge Elementary School,Cook,41.9496864,-87.7989282
95,Bridgeview School,Cook,41.7494767,-87.8058883
96,Bridgeview,Cook,41.7500323,-87.8042216
97,Bright Elementary School,Cook,41.6997571,-87.5622677
98,Britten School (historical),Cook,41.8675309,-87.875894
99,Broadview,Cook,41.8639201,-87.8533931
100,Frank A Brodnicki Elementary School,Cook,41.7539209,-87.8353338
101,Brook Park Elementary School,Cook,41.8375313,-87.8564481
102,Brookfield,Cook,41.8239203,-87.8517253
103,Brookfield Woods,Cook,41.8372536,-87.8414476
104,Brooks Park,Cook,42.0100304,-87.8089513
105,Brookwood Junior High School,Cook,41.543646,-87.6050437
106,Brother Rice High School,Cook,41.7108666,-87.7197734
107,Brown Elementary School,Cook,41.8828104,-87.6708872
108,Brownell Elementary School,Cook,41.7714229,-87.6214381
109,Bryant School,Cook,41.6222566,-87.6436577
110,Bryant School,Cook,41.8630879,-87.7283888
111,Bryn Mawr Elementary School,Cook,41.7614235,-87.5756029
112,Clarence F. Buckingham Memorial Fountain,Cook,41.8755887,-87.6189408
113,Buckingham School,Cook,41.7278127,-87.563935
114,Budlong Elementary School,Cook,41.9753622,-87.6967008
115,Buffalo Creek,Cook,42.1155824,-87.8942349
116,Buffalo Grove,Cook,42.1514146,-87.959794
117,Buffalo Park,Cook,41.9630875,-87.6983904
118,Buffalo Woods,Cook,41.7330876,-87.8483892
119,Bulger Park,Cook,41.9047531,-87.8536722
120,Bull Frog Lake,Cook,41.7092414,-87.9008272
121,Luther Burbank Elementary School,Cook,41.7425327,-87.7572754
122,Burbank Elementary School,Cook,41.9175315,-87.7820033
123,Burke Elementary School,Cook,41.7975338,-87.6167164
124,Burley Elementary School,Cook,41.9380878,-87.6697776
125,Burnham,Cook,41.638924,-87.5567108
126,Burnham Park,Cook,41.6419795,-87.5467105
127,Burnham Park,Cook,41.8239227,-87.5903273
128,Burnham Park Harbor,Cook,41.8614222,-87.6114401
129,Burnham Elementary School,Cook,41.7200347,-87.5778243
130,Daniel Burnham Elementary School,Cook,41.8572542,-87.7717235
131,Burnham Woods,Cook,41.6375352,-87.5383768
132,Burns Elementary School,Cook,41.8455881,-87.7150545
133,Burnside,Cook,41.7203123,-87.5981028
134,Burnside Scholastic Academy,Cook,41.7286455,-87.6075477
135,Burr Oak Cemetery,Cook,41.663359,-87.7331003
136,Burr Oak Elementary School,Cook,41.6669785,-87.6581037
137,Burr Oak Woods,Cook,41.6433664,-87.7914408
138,Burr Elementary School,Cook,41.9119768,-87.6686658
139,Burroughs School,Cook,41.8289217,-87.6922755
140,Busse School (historical),Cook,42.0683611,-87.9295128
141,Busse Woods,Cook,42.0305836,-87.9956255
142,Butterfield Creek,Cook,41.5461459,-87.6239333
143,Byford Elementary School,Cook,41.897254,-87.765891
144,Richard Byrd Elementary School,Cook,41.7419772,-87.7450528
145,Byrd Community Academy (historical),Cook,41.9014216,-87.6386644
146,Byrne School,Cook,41.7950321,-87.7914447
147,C F Smith Woods,Cook,41.9986421,-87.7850613
148,Cady Cemetery,Cook,42.1300257,-88.0989647
149,Caldwell Elementary School,Cook,41.7394791,-87.5808803
150,Calhoun North Elementary School,Cook,41.8775324,-87.6981104
151,California Park,Cook,41.9516986,-87.6975568
152,Gallistel Language Academy,Cook,41.7069796,-87.5347669
153,Calumet City,Cook,41.6155909,-87.5294871
154,Calumet Harbor,Cook,41.7330909,-87.5256005
155,Calumet High School,Cook,41.746145,-87.6517163
156,Calumet Park,Cook,41.6283677,-87.6406023
157,Calumet Park,Cook,41.7183685,-87.5292114
158,Calumet Park,Cook,41.6628119,-87.6606037
159,Calumet Park,Cook,41.606702,-87.5353206
160,Calumet River,Cook,41.732813,-87.5294894
161,Calumet Sag Channel,Cook,41.6850323,-87.8469991
162,Calumet Elementary School,Cook,41.660312,-87.6572701
163,Calumet Union Drainage Canal,Cook,41.5972567,-87.6481018
164,Calumet Union Drainage Ditch,Cook,41.6019791,-87.6175453
165,Calumet Woods,Cook,41.646423,-87.6675479
166,Lake Calumet,Cook,41.6775076,-87.5878013
167,Calvary Catholic Cemetery,Cook,41.4711457,-87.6683773
168,Calvary Catholic Cemetery,Cook,42.0250309,-87.6722799
169,Calvin Christian School,Cook,41.602257,-87.6031005
170,Cameron Elementary School,Cook,41.9041988,-87.7181118
171,Camp Baden Powell,Cook,42.0747501,-87.891456
172,Camp Dan Beard,Cook,42.1505815,-87.9000693
173,Camp Falcon,Cook,41.6300332,-87.7900516
174,Camp Kiwanis,Cook,41.7097542,-87.872834
175,Camp Palos,Cook,41.6750317,-87.9161678
176,Camp Pine,Cook,42.07975,-87.8861781
177,Camp Pine Woods,Cook,42.083361,-87.8861782
178,Camp Reinberg,Cook,42.1430812,-88.0614639
179,Camp Sullivan,Cook,41.6247554,-87.7864402
180,Campanelli Elementary School,Cook,42.0197498,-88.1200733
181,Campbell Park,Cook,41.8728104,-87.6817208
182,Campground Woods,Cook,42.0294736,-87.8720096
183,Canterbury School,Cook,41.5925342,-87.6917142
184,Cantigny Woods North,Cook,41.7633649,-87.8786688
185,Cantigny Woods South,Cook,41.7589206,-87.8789465
186,Canty Elementary School,Cook,41.9478961,-87.8297645
187,Cardinal Stritch High School,Cook,41.9700313,-87.7742268
188,Carl Sandburg High School,Cook,41.6486435,-87.8556097
189,Carl Sandburg School,Cook,42.1319706,-87.9475708
190,Carnegie Elementary School,Cook,41.7839231,-87.590604
191,Carpenter Elementary School,Cook,41.8936437,-87.6589427
192,Carpenter Elementary School,Cook,42.0146275,-87.8509847
193,Carroll Elementary School,Cook,41.7422556,-87.69644
194,Carter Elementary School,Cook,41.789756,-87.623383
195,Carver Park,Cook,41.6528125,-87.5981014
196,Cassell Elementary School,Cook,41.6875336,-87.703939
197,Cathedral School,Cook,41.8964217,-87.6278306
198,Cather Elementary School,Cook,41.8822546,-87.7019995
199,Cedar Park Cemetery,Cook,41.6652583,-87.646431
200,Centennial Park,Cook,41.6583674,-87.6642148
201,Central Park,Cook,42.0041981,-87.71867
202,Central Park,Cook,42.0505854,-87.7192267
203,Central Park School,Cook,41.6178117,-87.7089376
204,Central Road Elementary School,Cook,42.0675272,-88.0259052
205,Central School (historical),Cook,41.553923,-87.7517153
206,Central School,Cook,41.5608679,-87.6608791
207,Central Middle School,Cook,41.5780892,-87.7828279
208,Central School,Cook,42.0336417,-87.6833916
209,Central Elementary School,Cook,42.0376421,-87.8861459
210,Central School,Cook,42.0658611,-87.9364575
211,Central Elementary School,Cook,42.0770492,-87.7014666
212,Central School,Cook,42.1312311,-87.7599061
213,Central Park,Cook,42.0655844,-87.8014523
214,Cermak Park,Cook,41.8183651,-87.8111682
215,Clarendon Park,Cook,41.9636432,-87.6492221
216,College Hill School,Cook,42.0453079,-87.7145041
217,Columbia Woods,Cook,41.7297539,-87.8914462
218,Columbus Hospital (historical),Cook,41.9297547,-87.6394985
219,Columbus Manor School,Cook,41.7155884,-87.7678307
220,Columbus Park,Cook,41.8728097,-87.7692239
221,Columbus Elementary School,Cook,41.8364211,-87.7592225
222,Columbus Elementary School,Cook,41.8997546,-87.6814437
223,U S Cellular Field,Cook,41.8300334,-87.6339401
224,Commercial Club Park,Cook,41.8966992,-87.6736655
225,Concordia Cemetery,Cook,41.8783329,-87.8225605
226,Concordia University Chicago,Cook,41.8989202,-87.8097815
227,Concordia School,Cook,41.9386431,-87.6947785
228,Congress Park Elementary School,Cook,41.8122537,-87.8545028
229,Convent of the Holy Spirit,Cook,42.104472,-87.8000642
230,Cook Avenue School,Cook,41.7189218,-87.7522747
231,Cook Elementary School,Cook,41.7453116,-87.6597721
232,Cooley Vocational High School,Cook,41.9041994,-87.6375533
233,Coolidge Elementary School,Cook,41.5711464,-87.5339309
234,Coolidge School,Cook,41.6075346,-87.627268
235,Coonley Elementary School,Cook,41.9553098,-87.6839453
236,Cooper Elementary School,Cook,41.8566995,-87.6675531
237,Copernicus Elementary School,Cook,41.7844779,-87.6569952
238,Corkery Elementary School,Cook,41.845588,-87.7322773
239,Cornell Park,Cook,42.055306,-87.9122896
240,Cornell School,Cook,41.7572565,-87.6033815
241,Cornell Square Park,Cook,41.8019776,-87.6708851
242,Cossitt Avenue Elementary School,Cook,41.8128091,-87.8717257
243,Costello School,Cook,41.8066985,-87.8283906
244,Cottage Grove Middle School,Cook,41.5061462,-87.5964316
245,Lake Cottage Grove,Cook,41.6389097,-87.6012144
246,Country Club Hills,Cook,41.5680898,-87.7203257
247,Countryside Lane Park,Cook,42.0722504,-87.8475653
248,Country Lane Woods,Cook,41.7161431,-87.8647783
249,Countryside,Cook,41.7828093,-87.8781139
250,Countryside Elementary School,Cook,42.1530807,-88.1767456
251,County Cemetery,Cook,41.6022484,-87.7194874
252,Covington School,Cook,41.726144,-87.7517193
253,Crab Orchard Junior High School,Cook,41.6603108,-87.7828299
254,Crabtree Lake,Cook,42.1130573,-88.1666131
255,Cragin Park,Cook,41.9280873,-87.7578361
256,Crane School,Cook,41.9344766,-87.6825558
257,Crawdad Slough,Cook,41.7162781,-87.8744924
258,Crawl School,Cook,41.5625352,-87.5419865
259,Crescent Park,Cook,41.697256,-87.6775494
260,Crestwood,Cook,41.6611444,-87.7525511
261,Crestwood School,Cook,42.134471,-87.8228436
262,Crooked Creek,Cook,41.6916987,-87.8764447
263,Crooked Creek Woods,Cook,41.7025322,-87.8497774
264,Crow Island Park,Cook,42.0989169,-87.747562
265,Crow Island School,Cook,42.1003718,-87.7460766
266,Crown School,Cook,41.8528103,-87.7125546
267,Crystal Creek,Cook,41.9619749,-87.8564517
268,Cumberland Park,Cook,42.0094746,-87.8353412
269,Cummings Square,Cook,41.8894758,-87.80617
270,Cuneo Hospital,Cook,41.9622543,-87.6489442
271,Cunliff Park,Cook,42.0647512,-87.7695065
272,General Custer Elementary School,Cook,41.8605873,-87.793391
273,Dan Ryan Woods,Cook,41.7367003,-87.6761613
274,Dana Lake,Cook,42.1493383,-88.1690846
275,Daniel Boone Elementary School,Cook,42.0036538,-87.6977992
276,Danish Cemetery,Cook,41.6558564,-88.0119979
277,Darwin Elementary School,Cook,41.9233654,-87.7050563
278,Dauphin Playlot,Cook,41.7353122,-87.6025476
279,N Davis Elementary School,Cook,41.822255,-87.7003312
280,Davis Square Park,Cook,41.8130888,-87.6675519
281,Dawes Park,Cook,41.7461447,-87.6739393
282,Dawes Elementary School,Cook,41.7455887,-87.7172741
283,Dawes Elementary School,Cook,42.0256865,-87.7001349
284,Dayforth School,Cook,41.9741987,-87.6545002
285,De La Salle Institute,Cook,41.8317001,-87.6239398
286,De Marillac School,Cook,41.8355869,-87.856448
287,De Vry Technical Institute,Cook,41.9386429,-87.7306132
288,DePaul University,Cook,41.9228102,-87.65311
289,Dean Playground,Cook,41.9069768,-87.6708879
290,Dearborn School,Cook,41.716977,-87.7878314
291,Dearborn Station,Cook,41.8716997,-87.6292189
292,Decatur Classical School,Cook,42.0093918,-87.7048523
293,Deer Creek,Cook,41.5422571,-87.6169885
294,Deer Grove Cemetery,Cook,42.1330649,-88.0976271
295,Deer Grove Forest Preserve,Cook,42.1419699,-88.0817423
296,Delano Elementary School,Cook,41.8783655,-87.7245002
297,Dempster Junior High School,Cook,42.038084,-87.9445126
298,Deneen Elementary School,Cook,41.7622563,-87.6236601
299,Des Plaines,Cook,42.0333623,-87.8833991
300,Dett Elementary School,Cook,41.8839214,-87.6847767
301,Dever Elementary School,Cook,41.9425436,-87.8135212
302,Devonshire Park,Cook,42.0436411,-87.7389494
303,Devonshire Elementary School,Cook,42.0273824,-87.9256782
304,Devonshire School,Cook,42.0452949,-87.7377538
305,Dewes Cemetery,Cook,42.0560282,-87.7835832
306,Dewey Elementary School,Cook,41.7958669,-87.641995
307,Dewey Elementary School,Cook,42.0456905,-87.6912394
308,Dickinson Park,Cook,41.9555872,-87.7520033
309,Diedrich Park,Cook,42.0566958,-87.7958963
310,Diekman Elementary School,Cook,41.6200349,-87.5822668
311,Dirksen Middle School,Cook,41.6167017,-87.5653217
312,Divine Providence School,Cook,41.8422532,-87.8920049
313,Division Street Junior High School,Cook,41.5128125,-87.6639338
314,Dixmoor,Cook,41.6317009,-87.6608807
315,Dixon Elementary School,Cook,41.7433676,-87.6103259
316,Doctor School,Cook,41.6000322,-87.8950542
317,Doctors Hospital (historical),Cook,42.0097536,-87.6745019
318,Dodge Elementary School (historical),Cook,41.8825325,-87.6925547
319,Dvorak Park,Cook,41.8541997,-87.6533858
320,Dvorak Elementary School,Cook,41.8586435,-87.7158882
321,Dwyer Park,Cook,42.1050279,-87.7361729
322,Amelia Earhart Elementary School,Cook,41.7264236,-87.5825468
323,Earle School,Cook,41.7828112,-87.6669955
324,East Branch Poplar Creek,Cook,42.0519713,-88.1475751
325,Ford Heights,Cook,41.506424,-87.5917092
326,East Hazel Crest,Cook,41.5736457,-87.6464346
327,East Lagoon,Cook,41.7861454,-87.5817149
328,East Leyden High School,Cook,41.9416972,-87.8667293
329,East Prairie School,Cook,42.0193505,-87.7270962
330,East River Park,Cook,41.9733651,-87.7022797
331,East School,Cook,41.9322529,-87.8528396
332,East View Park,Cook,41.8033648,-87.8603361
333,Ebenezer School,Cook,41.8644767,-87.7242221
334,Eberhart School,Cook,41.7744774,-87.7083856
335,Ebinger Elementary School,Cook,42.0046482,-87.8107767
336,Eckersall Stadium,Cook,41.7458681,-87.5647687
337,Eckhart Park,Cook,41.896977,-87.6611651
338,Eden Memorial Park Cemetery,Cook,41.9536414,-87.8733965
339,Edgebrook Elementary School,Cook,41.9994335,-87.7610444
340,Edgewater Medical Center (historical),Cook,41.9853096,-87.6703345
341,Edgewood Park,Cook,42.1169718,-87.7622852
342,Edison Park,Cook,42.0041972,-87.8175626
343,Edison School,Cook,41.9916971,-87.8442299
344,Edison Regional Gifted Center,Cook,41.9941974,-87.8147844
345,Edwards High School,Cook,41.8053105,-87.7256094
346,Eggers Woods,Cook,41.6853131,-87.5292108
347,Ehlert Park,Cook,41.811976,-87.8475581
348,Einstein Elementary School,Cook,41.8253114,-87.6081058
349,Eisenhower High School,Cook,41.6617005,-87.6956048
350,Eisenhower School,Cook,41.5725352,-87.5544871
351,Eisenhower Elementary School,Cook,41.6053127,-87.5892112
352,Elder Lane Park,Cook,42.0989172,-87.716172
353,Elim Christian School,Cook,41.6550333,-87.7597734
354,Elizabeth A Conkey Forest,Cook,41.6489222,-87.7619955
355,Elk Grove Cemetery,Cook,42.0389946,-87.9835097
356,Elliot Park,Cook,42.0364195,-87.6697801
357,Elliott Family Cemetery,Cook,41.5055824,-87.7078182
358,Ellis Park,Cook,41.8278114,-87.6103281
359,Ellis Park,Cook,42.023642,-87.6789468
360,Elm Park,Cook,42.0644731,-87.8103415
361,Elm School,Cook,41.8105874,-87.8145014
362,Elm Middle School,Cook,41.913753,-87.8165023
363,Elmwood Cemetery,Cook,41.9319115,-87.8349532
364,Elmwood Park,Cook,41.9211423,-87.8092266
365,Elmwood Park High School,Cook,41.9222532,-87.8295051
366,Elmwood Junior High School,Cook,41.9228089,-87.8156158
367,Elsdon,Cook,41.7936439,-87.72172
368,Emerson School,Cook,41.60309,-87.6603246
369,Emerson Elementary School,Cook,41.8355875,-87.796446
370,Emerson School,Cook,41.8822538,-87.7975584
371,Emerson School,Cook,41.8830868,-87.837282
372,Emily Oaks Nature Center,Cook,42.0216974,-87.744227
373,Emmerson Park,Cook,41.9950317,-87.6770016
374,Emmet Elementary School,Cook,41.8808652,-87.7639461
375,Enger School,Cook,41.9314197,-87.840617
376,Englewood,Cook,41.7797559,-87.6458836
377,Englewood High School,Cook,41.7817005,-87.6342166
378,Englewood Hospital (historical),Cook,41.7850336,-87.6453282
379,Esmond Elementary School,Cook,41.6892006,-87.6697712
380,Euclid Park,Cook,41.7167008,-87.6375485
381,Euclid Elementary School,Cook,42.0871489,-87.9266131
382,Eugene Field Park,Cook,41.9747539,-87.7208916
383,Eugene Field School,Cook,41.8891971,-87.9145071
384,Eugene Field Elementary School,Cook,42.0097343,-87.6697023
385,Field Elementary School,Cook,42.0203297,-87.8241793
386,Evangelical Hospital,Cook,41.7953113,-87.6494952
387,Evans Field,Cook,41.9130867,-87.8275604
388,Evanston,Cook,42.0411414,-87.6900587
389,Evanston Township High School,Cook,42.0463373,-87.7007924
390,Evanston Hospital,Cook,42.0652435,-87.6847624
391,Everett Elementary School,Cook,41.8314218,-87.6808862
392,Evergreen Cemetery,Cook,41.7325252,-87.7067122
393,Evergreen Cemetery,Cook,42.147803,-88.1417443
394,Evergreen Park,Cook,41.7169778,-87.7064398
395,Evergreen Park,Cook,42.0778051,-87.9609032
396,Evergreen Park,Cook,41.720589,-87.7017175
397,Evergreen Park Elementary School,Cook,41.7219778,-87.7033842
398,Fairmount - Willow Hills Memorial Park Cemetery,Cook,41.7204091,-87.880856
399,Fairview North School,Cook,42.0186418,-87.7581163
400,Fairview Elementary School,Cook,42.0394719,-88.0711835
401,Fairview Elementary School,Cook,42.072147,-87.9459645
402,Fairview South School,Cook,42.0097171,-87.7583531
403,Falconer Elementary School,Cook,41.9355873,-87.7495026
404,Farnsworth Elementary School,Cook,41.9799164,-87.7662359
405,Farragut Career Academy,Cook,41.8486437,-87.7078321
406,Farren School,Cook,41.8028115,-87.6247723
407,Faulkner School,Cook,41.7661458,-87.5647692
408,Feehanville Ditch,Cook,42.0761388,-87.9100678
409,Feehanville School (historical),Cook,42.0814165,-87.9131237
410,Fellger Park,Cook,41.9397543,-87.6789447
411,Fenwick High School,Cook,41.8811428,-87.788947
412,Fermi Elementary School,Cook,41.7675344,-87.590048
413,Fernway Park,Cook,41.5869774,-87.8300518
414,Fernway Park Elementary School,Cook,41.588644,-87.8342187
415,Fernwood Park,Cook,41.7036453,-87.6392149
416,Fernwood Elementary School,Cook,41.7108674,-87.6400484
417,Field Park Elementary School,Cook,41.8112826,-87.8947731
418,Field School,Cook,41.6222567,-87.6308795
419,Finneran Park,Cook,41.591702,-87.533098
420,Fiske Elementary School,Cook,41.7825341,-87.6019932
421,Flatfoot Lake,Cook,41.6499025,-87.5842977
422,Fleming Branch School,Cook,41.776977,-87.7464427
423,Flick Park,Cook,42.0786392,-87.845621
424,Saint Florians School,Cook,41.656424,-87.5475441
425,Flossmoor,Cook,41.5428123,-87.6847684
426,Flossmoor Highlands,Cook,41.5461454,-87.7133805
427,Flossmoor School,Cook,41.5447567,-87.6861574
428,Flower Career Academy High School,Cook,41.8858656,-87.7153334
429,Foreman High School,Cook,41.9394761,-87.7539474
430,Forest Glen Woods,Cook,41.9814203,-87.7553375
431,Forest Hills Elementary School,Cook,41.7985751,-87.9050567
432,Forest Home Cemetery,Cook,41.8686657,-87.8225608
433,Forest Hospital (historical),Cook,42.0430844,-87.8792325
434,Forest Park,Cook,41.8794758,-87.81367
435,Forest Ridge School,Cook,41.620867,-87.7456055
436,Forest Road Elementary School,Cook,41.8314201,-87.8675594
437,Forest Elementary School,Cook,42.027923,-87.9056183
438,Forest View,Cook,41.8086431,-87.7933895
439,Forest View High School (historical),Cook,42.0464168,-87.9731251
440,Forestville North School,Cook,41.8142004,-87.6158834
441,Forkosh Hospital,Cook,41.9616986,-87.6925569
442,Fort Dearborn Elementary School,Cook,41.7300339,-87.6550494
443,Forty Acre Woods,Cook,41.6719767,-87.8525546
444,Fosco Playground,Cook,41.8644773,-87.657553
445,Foster Park,Cook,41.7417005,-87.659772
446,Foster Park Elementary School,Cook,41.7389226,-87.6681056
447,Foster School,Cook,41.8664218,-87.6453304
448,Martin Luther King Junior Laboratory School,Cook,42.0544743,-87.6961703
449,Fox Park,Cook,41.8764205,-87.7933914
450,Franklin Park,Cook,41.8614212,-87.7325556
451,Franklin Park,Cook,41.9353084,-87.865618
452,Franklin Park School,Cook,41.9308639,-87.8672845
453,Franklin Elementary School,Cook,41.6277922,-87.6063709
454,Franklin School (historical),Cook,41.8061423,-87.8956152
455,Franklin Fine Arts Center,Cook,41.9061438,-87.6358866
456,Stock Elementary School,Cook,42.0166097,-87.8143124
457,Goethe Elementary School,Cook,41.9225322,-87.6931114
458,Goldsmith School,Cook,41.7094793,-87.5661569
459,Golf,Cook,42.058918,-87.7925629
460,Golgotha School,Cook,41.7725335,-87.6708843
461,Gompers Park,Cook,41.9739205,-87.7303364
462,Gompers Elementary School,Cook,41.6703122,-87.6231026
463,Good Counsel High School,Cook,41.9911427,-87.724781
464,Good Shepherd School,Cook,41.8414213,-87.7322772
465,Goodman Avenue School,Cook,41.8064202,-87.8856149
466,Goodwin Elementary School,Cook,41.842532,-87.7731121
467,Goose Lake,Cook,41.6817696,-88.0154735
468,Goose Lake,Cook,42.1365501,-88.1832168
469,Gordon Technical High School,Cook,41.9472542,-87.6972788
470,Goeselville,Cook,41.6241999,-87.7850513
471,Gottlieb Memorial Hospital,Cook,41.9109487,-87.8432888
472,Goudy Square Park,Cook,41.9055883,-87.6267197
473,Gouin Park,Cook,41.9230861,-87.8761735
474,Grace School,Cook,41.8408657,-87.7269992
475,Grace School,Cook,41.9300317,-87.7558916
476,Graceland Cemetery,Cook,41.954895,-87.6618429
477,Graham Elementary School,Cook,41.813089,-87.6436622
478,Grand Calumet River,Cook,41.6439239,-87.5608776
479,Grand Crossing Park,Cook,41.7558677,-87.6008813
480,Grant Hospital,Cook,41.9225325,-87.6431096
481,Grant Park,Cook,41.8794774,-87.6189409
482,Grant School,Cook,41.4914238,-87.6405993
483,Grant Elementary School,Cook,41.8789214,-87.6883878
484,Grant Elementary School,Cook,41.8986418,-87.875895
485,Grant School,Cook,41.9058639,-87.8772841
486,Graver Park,Cook,41.7078117,-87.6606047
487,Graves School,Cook,41.7828099,-87.8050559
488,Gray Elementary School,Cook,41.9491983,-87.7589478
489,Greeley Regional Gifted Center,Cook,41.9514211,-87.6539441
490,Greeley School,Cook,42.09833,-87.72126
491,Green Briar Park,Cook,41.9911428,-87.6964467
492,Greenbriar School,Cook,42.1300732,-87.8333425
493,Green Lake,Cook,41.6016242,-87.555571
494,Greene Elementary School,Cook,41.828922,-87.6672746
495,Green Elementary School,Cook,41.996976,-87.7053361
496,Greenbaum Park,Cook,41.912532,-87.7333903
497,Greenbriar School,Cook,41.524757,-87.6458779
498,Greenbriar School,Cook,41.6750338,-87.6850492
499,Greenfields Park,Cook,41.9058647,-87.8022815
500,Greenview Park,Cook,41.9486432,-87.667
501,Greenwood Elementary School,Cook,41.5900349,-87.590322
502,Gregory Elementary School,Cook,41.8705879,-87.7183886
503,Gregory School,Cook,42.0741943,-87.9314575
504,Grennan Heights Park,Cook,42.0305854,-87.8108963
505,Gresham School,Cook,41.7394784,-87.6450492
