0,Feature,County,Latitude,Longitude
324,Arlington,Sibley,44.6082967,-94.0805278
325,Arlington Playground,Ramsey,44.97691,-93.0716073
326,Armatage Park,Hennepin,44.8999648,-93.3096699
327,Armatage Montessori School,Hennepin,44.9007189,-93.3115547
328,Armour Number Two Mine,Crow Wing,46.4849629,-93.9685949
329,Armstrong,Freeborn,43.6646785,-93.4679916
330,Armstrong Lake,Blue Earth,44.1531651,-94.3448331
331,Armstrong Lake,Clearwater,47.7336034,-95.2991117
332,Armstrong School,Watonwan,43.9891245,-94.6285847
333,Armstrong Slough,Murray,44.1216886,-95.6586833
334,Arndahl Church,Meeker,45.0805182,-94.6999969
335,Arnesén,Lake of the Woods,48.957491,-95.0674521
336,Arnolds Lake,Cottonwood,43.9930737,-95.1514031
337,Aronson Park,Dakota,44.6541314,-93.2343865
338,Mischke Creek,Morrison,45.9141322,-94.1322135
339,Arrow Lake,Becker,46.7609205,-96.0364832
340,Arrowhead Lake,Hennepin,44.8863581,-93.3947063
341,Arrowhead Lake,Crow Wing,46.7162018,-94.2157558
342,Arrowhead Point,Freeborn,43.7366229,-93.5677187
343,Lake Arthur,Polk,47.5661917,-96.2355689
344,Artichoke Creek,Swift,45.4016294,-96.0983862
345,Artichoke Lake,Big Stone,45.3550028,-96.1388878
346,Artichoke Lake Cemetery,Big Stone,45.3880189,-96.1572759
347,Artichoke Lake Church,Big Stone,45.4096858,-96.1881103
348,Arvig Creek,Cass,46.6935726,-94.3674947
349,Lake Arvilla,Meeker,45.148946,-94.3062116
350,Arzt State Wildlife Management Area,Jackson,43.6999569,-94.924154
351,Asbury Hospital,Hennepin,44.9682987,-93.2605025
352,Ascension School,Hennepin,44.9969096,-93.2924484
353,Ash Creek,Rock,43.5383028,-96.1941951
354,Ash Creek,Rock,43.5391362,-96.1880838
355,Ash Dale School,Polk,48.0785905,-96.9770162
356,Ash Lake,Lincoln,44.4229727,-96.2947728
357,Ash Lake,Grant,46.0514579,-96.1442043
358,Ash Lake State Wildlife Management Area,Lincoln,44.4288542,-96.3017085
359,Ashby,Grant,46.093016,-95.8175498
360,Ashenbrenner Lake,Crow Wing,46.1744165,-94.2035719
361,Ashley Creek,Stearns,45.7569094,-94.9661336
362,Ashton Lake,Chisago,45.3260053,-92.9849729
363,Ashwood Cemetery,Rock,43.563024,-96.1125256
364,Ask Lake,Grant,46.0876183,-95.7902334
365,Askov,Pine,46.1866144,-92.7824204
366,Asp Lake,Chisago,45.5962517,-93.1020738
367,Aspelund Cemetery,Clay,46.6751407,-96.2369124
368,Aspelund Church,Norman,47.1574611,-96.1314426
369,Aspen State Wildlife Management Area,Clay,47.0080164,-96.2864508
370,Asphult Church,Polk,47.6907924,-95.7728023
371,Aspinwall Lake,Becker,46.9898742,-95.4200246
372,Aspinwall Lake,Mahnomen,47.3817916,-95.8215302
373,Assembly of God Church,Pine,46.2430021,-92.7154747
374,Assembly of God Church,Crow Wing,46.3282997,-94.203329
375,Assumption,Sibley,44.6880182,-93.8888554
376,Assumption Cemetery,Stearns,45.3369061,-94.5470881
377,Assumption Cemetery,Stearns,45.5307995,-94.1652675
378,Assumption Chapel,Stearns,45.4557974,-94.4141623
379,Assumption Lake,Carver,44.6920589,-93.8803025
380,Assumption Seminary,Carver,44.8088519,-93.5568999
381,Athens Lutheran Cemetery,Isanti,45.4570447,-93.1932692
382,Athens State Wildlife Management Area,Isanti,45.4591306,-93.2407831
383,Atkinson,Carlton,46.6121669,-92.5654712
384,Atkinson Cemetery,Washington,44.8301528,-92.9598092
385,Atkinson Lake,Meeker,44.9800188,-94.5558938
386,Atlanta Church,Becker,47.0521826,-96.1311662
387,Atlanta State Wildlife Management Area,Becker,46.9952379,-96.163946
388,Atwater,Kandiyohi,45.138852,-94.7780564
389,Atwood,Hennepin,44.8630198,-93.363838
390,Lake Auburn,Carver,44.8652498,-93.6802973
391,Audubon,Becker,46.8632922,-95.9817183
392,Audubon Cemetery,Becker,46.8630062,-96.0074527
393,Audubon Lake,Becker,46.858129,-95.9868947
394,Audubon Park,Hennepin,45.0196878,-93.2410581
395,Audubon School,Hennepin,44.9291314,-93.3260597
396,Aue Lake,Carver,44.7890107,-93.7058708
397,Auganaush Creek,Clearwater,47.3460692,-95.4811336
398,Augsburg College,Hennepin,44.9660766,-93.2418908
399,Augsburg Park,Hennepin,44.8744093,-93.2796685
400,Augusta,Carver,44.8049626,-93.6880159
401,Augusta Cemetery,Lac qui Parle,45.0224642,-96.4164404
402,Augusta Lake,Otter Tail,46.1500652,-95.3045059
403,Augusta Lake,Becker,47.1520894,-95.2386391
404,Augusta Lake,Dakota,44.877983,-93.1570423
405,Augusta Lake,Cottonwood,44.0065063,-95.2708441
406,Lake Augusta,Wright,45.3012351,-94.168272
407,Augustana Cemetery,Sibley,44.5282885,-94.5321962
408,Augustana Cemetery,Carver,44.7391849,-93.7345069
409,Augustana Cemetery,Clearwater,47.6885594,-95.4536153
410,Augustana Church,Becker,46.7463474,-95.9442185
411,Augustana Church,Norman,47.396361,-96.7884116
412,Lake Aunie,Otter Tail,46.296373,-95.9486106
413,Aura Cemetery,Becker,47.0205066,-95.768921
414,Aurdal Church,Otter Tail,46.2996821,-95.915053
415,Aurelia Park,Anoka,45.1357986,-93.2563382
416,Aurora Church,Steele,44.0371857,-93.1079824
417,Aurora State Wildlife Management Area,Steele,43.9616295,-93.126037
418,Austin,Mower,43.6666296,-92.9746367
419,Austin Acres,Mower,43.652185,-93.0013045
420,Austin Lake,Itasca,47.0997495,-93.3027581
421,Austin School,McLeod,44.9302402,-94.3469276
422,Auto Club,Hennepin,44.7977419,-93.3671706
423,Automba Church,Carlton,46.5360572,-92.9713208
424,Avenue Lake,Aitkin,46.7109362,-93.7366989
425,Averill,Clay,46.9707952,-96.5472946
426,Avoca,Murray,43.9485746,-95.6455648
427,Avoca State Wildlife Management Area,Murray,43.9552412,-95.6394534
428,Avon,Stearns,45.6091313,-94.4516668
429,Axberg Lake,Becker,46.8442214,-96.1754127
430,Baarstad Cemetery,Becker,46.9173427,-96.0694568
431,Babbitt School,Freeborn,43.6024552,-93.5482715
432,Babe Island,Lake of the Woods,49.2005507,-94.8010589
433,Bachelor Lake,Brown,44.2561328,-94.6520467
434,Bachelor Lake,Aitkin,46.4726413,-93.7271351
435,Bachman Lake,Carver,44.719129,-93.8685771
436,Back Lake,Otter Tail,46.2024616,-95.8618953
437,Backes Lake,Stearns,45.536372,-94.5775115
438,Backman Lake,Clay,46.8801457,-96.2093031
439,Bad Axe Lake,Hubbard,47.0870837,-94.9507241
440,Bad Boy Lake,Becker,47.0968787,-95.7951933
441,Badboy Creek,Mahnomen,47.2594038,-95.6283634
442,Bade Coulee,Wabasha,44.3723662,-92.1838174
443,Badger,Roseau,48.7824785,-96.0144482
444,Badger City Cemetery,Roseau,48.7702476,-96.0280511
445,Badger Creek,Houston,43.7374667,-91.5551426
446,Badger Creek,Faribault,43.6407883,-94.115516
447,Lower Badger Creek,Red Lake,47.8583004,-96.2358796
448,Badger Creek,Roseau,48.812757,-96.0652836
449,Badger Creek Cemetery,Roseau,48.7916371,-96.0069383
450,Badger Lake,Polk,47.6803006,-96.0121492
451,Badger Lake State Wildlife Management Area,Murray,43.9266307,-95.7333456
452,Badger Run,Olmsted,43.9938526,-92.438508
453,Bagley,Clearwater,47.5216231,-95.3983491
454,Bagley Cemetery,Clearwater,47.5341148,-95.3925065
455,Bagley Lake,Clearwater,47.7599923,-95.2352163
456,Bagley Lake State Wildlife Management Area,Clearwater,47.7591225,-95.2233373
457,Bagley Slough,Clearwater,47.3460685,-95.3641864
458,Bagstevold Cemetery,Otter Tail,46.5002291,-96.0986596
459,Bah Lakes,Grant,46.0074109,-95.7716637
460,Bahle Lake,Otter Tail,46.2298164,-95.9809503
461,Bailey Bog,Crow Wing,46.6981977,-93.9964326
462,Bailey Cemetery,Big Stone,45.4410752,-96.5031156
463,Bailey Lake,Clearwater,47.9913348,-95.4331784
464,Bailey Slough,Grant,45.9278862,-96.1162574
465,Baker,Clay,46.7130166,-96.5520172
466,Baker Lake,Stevens,45.6567594,-95.8057883
467,Baker Lake,Otter Tail,46.6848109,-95.8273813
468,Baker Lake,Aitkin,46.7456759,-93.6177951
469,Baker Lake,Becker,47.100599,-95.9361711
470,Baker Park,Ramsey,44.9255213,-93.0929961
471,Baker School,Rice,44.4569096,-93.1468813
472,Baker School,Koochiching,48.6010493,-93.4140381
473,Baker Valley,Fillmore,43.7928864,-91.7320202
474,Bakers Lake,Stearns,45.645428,-94.2395305
475,Bakke School,Becker,46.9057922,-95.8264342
476,Bakken Lake,Polk,47.6901326,-96.2308876
477,Balaton,Lyon,44.2332955,-95.8722421
478,Bald Eagle,Ramsey,45.1019108,-93.013829
479,Bald Eagle Lake,Ramsey,45.1141474,-93.0156902
480,Bald Lake,Dakota,44.8156539,-93.1293864
481,Baldwin Cemetery,Sherburne,45.5224567,-93.5410611
482,Baldwin Island,Goodhue,44.565801,-92.4871327
483,Baldwin Lake,Anoka,45.1386803,-93.1356081
484,Balgaard State Wildlife Management Area,Douglas,46.0302386,-95.662268
485,Balif Lake,Beltrami,47.8702717,-94.987019
486,Balke Lake,Becker,47.0035371,-96.0796023
487,Ball Bluff Lake,Aitkin,46.932684,-93.2803725
488,Ball Bluff Park,Aitkin,46.9266118,-93.2977192
